,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,guests_included,extra_people,security_deposit,availability_365,cancellation_policy,new_Hairdryer,new_Kitchen,new_Laptopfriendlyworkspace,new_Indoorfireplace,new_Hottub,new_baby_friendly,new_Iron,new_TV,new_family
12270,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,3.0,190,2,20,0,1,strict,1,1,1,0,1,1,1,1,1
12271,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,moderate,0,1,1,0,0,0,0,1,1
12273,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
12274,Gaasperdam - Driemond,2,House,Private room,2.0,1.0,1.0,59,1,15,0,81,moderate,1,1,0,0,0,0,0,1,0
12275,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,2.0,1.0,1.0,148,2,50,1,95,moderate,1,1,1,0,0,0,1,1,0
12276,De Pijp - Rivierenbuurt,4,House,Entire home/apt,3.0,4.0,4.0,150,2,40,1,3,moderate,1,1,1,1,0,0,1,1,1
12278,Geuzenveld - Slotermeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,1,0,0,0,flexible,1,1,0,0,0,0,1,1,0
12279,Geuzenveld - Slotermeer,4,House,Entire home/apt,2.0,3.0,3.0,130,1,0,1,0,moderate,1,1,1,1,1,1,1,1,1
12280,Noord-Oost,2,Apartment,Private room,1.0,1.0,1.0,45,1,20,1,0,moderate,0,1,0,0,0,0,0,0,0
12281,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,1,0,moderate,0,1,1,0,0,0,1,0,0
12282,Slotervaart,4,Apartment,Entire home/apt,1.0,4.0,4.0,149,1,0,1,0,moderate,0,1,1,0,0,0,0,1,1
12283,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,1,0,moderate,0,1,1,0,0,0,0,1,0
12285,Bos en Lommer,4,Apartment,Entire home/apt,1.0,3.0,3.0,69,2,30,1,0,moderate,0,1,1,0,0,0,0,1,1
12286,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,57,2,10,1,0,strict,1,1,1,0,0,0,1,1,0
12288,IJburg - Zeeburgereiland,4,Townhouse,Entire home/apt,1.0,3.0,6.0,143,2,10,1,36,flexible,0,1,1,1,0,1,0,1,1
12289,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,94,2,34,1,0,strict,1,1,0,0,1,1,1,1,1
12291,Bos en Lommer,2,Apartment,Entire home/apt,1.0,0.0,1.0,80,1,0,1,0,moderate,1,1,1,0,0,0,0,1,1
12292,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,2,25,1,0,moderate,1,1,1,0,0,0,1,0,1
12293,Bos en Lommer,4,Condominium,Entire home/apt,1.0,1.0,2.0,125,2,25,0,42,strict,1,1,1,0,0,0,0,1,0
12294,Centrum-Oost,4,Apartment,Private room,1.0,2.0,2.0,199,1,0,1,0,strict,0,0,1,0,0,0,1,0,0
12295,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,1,0,0,15,moderate,1,1,0,0,0,0,1,1,0
12296,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,50,1,13,strict,1,1,1,0,0,0,0,1,0
12297,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,2.0,1.0,2.0,77,2,5,0,115,strict,1,1,1,0,0,0,1,1,1
12298,Geuzenveld - Slotermeer,2,Bed and breakfast,Private room,1.0,0.0,1.0,59,1,0,0,240,strict,1,1,0,0,0,0,1,1,1
12299,Noord-Oost,2,House,Shared room,1.0,1.0,1.0,55,2,15,0,14,strict,0,1,1,0,0,0,0,0,0
12300,De Pijp - Rivierenbuurt,4,House,Entire home/apt,1.0,1.0,4.0,149,2,25,1,0,strict,0,1,1,1,0,0,0,0,1
12301,Oud-Noord,4,House,Entire home/apt,1.0,3.0,4.0,145,1,0,0,7,flexible,1,1,1,1,0,1,1,1,1
12302,Centrum-West,2,Apartment,Entire home/apt,2.0,1.0,1.0,175,1,0,1,0,moderate,0,1,1,0,0,0,1,1,1
12303,Geuzenveld - Slotermeer,4,House,Entire home/apt,1.0,3.0,4.0,175,1,0,0,111,strict,0,1,1,0,0,1,1,1,1
12305,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,1.0,2.0,3.0,78,1,0,0,0,flexible,0,1,1,0,0,0,1,1,1
12306,Centrum-Oost,4,Loft,Entire home/apt,2.0,2.0,2.0,190,2,15,1,0,flexible,1,1,0,0,0,0,1,1,1
12307,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,0,flexible,1,1,1,0,0,0,1,0,1
12308,Centrum-West,2,Apartment,Private room,1.0,1.0,2.0,85,1,0,1,120,strict,1,1,0,0,0,0,1,1,0
12309,Centrum-West,2,Apartment,Private room,1.0,1.0,2.0,85,1,0,1,208,strict,1,1,1,0,0,0,1,1,0
12310,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12311,IJburg - Zeeburgereiland,4,House,Entire home/apt,1.0,2.0,4.0,95,4,255,1,220,strict,1,1,1,0,1,0,1,1,1
12312,Bijlmer-Centrum,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,0,23,moderate,0,1,0,0,0,0,0,1,1
12313,Oud-Oost,1,Apartment,Private room,1.0,1.0,1.0,93,1,0,1,337,moderate,1,0,0,0,0,0,0,0,0
12314,Geuzenveld - Slotermeer,2,Bed and breakfast,Private room,1.0,0.0,1.0,59,1,0,0,256,moderate,1,1,1,0,0,0,1,1,1
12316,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,89,1,0,1,80,moderate,1,1,1,0,0,0,1,1,0
12317,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,95,1,0,0,245,flexible,1,1,0,0,0,0,1,1,1
12319,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,134,2,50,0,0,strict,1,1,1,0,0,0,0,1,1
12320,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,99,1,0,0,0,flexible,1,1,1,0,0,0,0,0,0
12321,Centrum-Oost,3,Apartment,Entire home/apt,1.0,1.0,2.0,150,1,0,0,0,flexible,0,1,1,0,0,0,0,1,1
12322,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,2.0,1.0,120,1,0,0,0,strict,1,1,1,0,1,0,1,1,1
12324,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,60,0,0,strict,1,1,0,0,0,0,1,1,0
12325,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,0,0,208,moderate,1,1,0,1,0,0,1,1,0
12327,Centrum-West,4,Apartment,Entire home/apt,2.0,3.0,3.0,185,2,0,0,357,moderate,1,1,0,0,0,0,1,1,0
12328,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,2,0,1,64,strict,1,1,0,0,0,0,1,1,1
12329,Buitenveldert - Zuidas,2,Other,Private room,1.0,1.0,1.0,65,1,0,1,0,strict,0,0,0,0,0,0,0,1,0
12330,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,75,1,0,0,0,flexible,0,1,1,0,0,0,0,1,1
12331,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,95,2,0,0,265,moderate,1,0,0,0,0,0,1,1,0
12332,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,63,strict,0,1,0,0,0,0,1,1,1
12333,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,100,2,0,0,216,moderate,1,0,1,0,0,0,1,1,0
12334,Centrum-West,3,Bed and breakfast,Private room,1.0,0.0,1.0,160,1,0,1,325,strict,0,0,0,0,0,0,0,0,0
12335,Oud-Oost,3,Apartment,Entire home/apt,1.0,1.0,2.0,108,1,0,0,0,moderate,0,1,0,0,0,0,1,0,1
12336,Zuid,3,Apartment,Entire home/apt,1.0,2.0,2.0,100,1,0,0,16,flexible,1,1,1,0,0,1,1,1,1
12337,Buitenveldert - Zuidas,4,Apartment,Entire home/apt,1.0,1.0,2.0,120,2,30,0,0,moderate,1,1,1,0,0,0,1,1,1
12338,De Baarsjes - Oud-West,4,House,Entire home/apt,1.0,3.0,3.0,199,1,0,1,7,strict,1,1,1,0,1,1,1,1,1
12339,Oud-Oost,3,Apartment,Entire home/apt,1.0,2.0,2.0,149,1,0,0,0,strict,0,1,0,0,0,0,1,1,1
12340,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,70,1,0,1,8,strict,1,1,0,0,0,0,1,0,0
12341,Gaasperdam - Driemond,2,House,Private room,2.0,1.0,1.0,29,1,0,0,0,moderate,1,1,1,0,0,0,0,0,0
12342,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,51,1,15,0,0,strict,0,1,0,0,0,0,0,0,0
12343,Slotervaart,4,Apartment,Entire home/apt,1.0,2.0,2.0,143,1,0,0,0,strict,1,1,1,0,0,1,1,1,1
12345,Osdorp,3,Apartment,Entire home/apt,1.0,2.0,2.0,120,1,0,0,186,flexible,1,1,1,0,0,1,1,1,1
12346,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,4,flexible,0,1,1,0,0,0,1,1,0
12347,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,0,0,0,flexible,1,1,0,0,0,0,0,1,0
12349,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,moderate,1,1,0,0,1,0,1,1,1
12350,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,2.0,1.0,2.0,128,2,24,1,0,moderate,1,1,1,0,0,0,1,1,1
12351,De Aker - Nieuw Sloten,6,House,Entire home/apt,1.0,4.0,4.0,150,1,0,0,0,strict,0,1,1,1,0,0,1,1,1
12353,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,150,2,10,0,16,strict,1,1,1,0,0,0,1,0,1
12354,Slotervaart,2,Apartment,Entire home/apt,1.0,2.0,1.0,95,2,5,1,0,moderate,0,1,1,0,0,1,0,0,1
12355,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,140,2,30,0,15,strict,0,1,0,0,0,0,1,1,1
12356,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,97,1,13,1,0,strict,1,1,1,0,0,1,0,1,0
12357,Oud-Noord,4,Apartment,Entire home/apt,1.0,2.0,2.0,125,2,40,1,34,strict,1,1,1,0,1,1,1,1,1
12358,De Pijp - Rivierenbuurt,2,Loft,Entire home/apt,1.0,0.0,1.0,156,1,0,1,6,flexible,0,1,1,0,0,0,0,0,1
12360,De Baarsjes - Oud-West,4,Townhouse,Entire home/apt,2.0,2.0,4.0,150,1,0,0,0,strict,1,1,0,0,0,0,1,1,1
12361,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,0,moderate,0,1,1,0,0,0,0,1,1
12362,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,99,1,0,1,0,moderate,0,1,1,0,0,0,1,1,1
12363,IJburg - Zeeburgereiland,4,Townhouse,Entire home/apt,1.0,3.0,3.0,80,1,0,0,0,flexible,1,1,1,0,1,1,1,1,1
12364,Oud-Noord,4,Townhouse,Entire home/apt,1.0,2.0,2.0,160,1,0,1,0,moderate,1,1,1,0,0,1,1,0,1
12367,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,2.0,3.0,75,1,10,0,0,flexible,1,1,1,0,0,0,1,1,1
12368,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,2.0,2.0,3.0,120,2,35,1,0,strict,1,1,0,0,0,0,1,1,1
12369,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,70,1,0,0,0,strict,0,1,1,0,0,0,1,1,1
12370,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,98,1,0,0,0,strict,1,1,1,0,0,0,1,1,0
12371,Centrum-Oost,2,Apartment,Entire home/apt,2.0,1.0,1.0,125,2,0,1,0,moderate,1,1,1,0,0,0,1,1,1
12372,Centrum-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,160,3,150,0,15,strict,1,1,0,0,0,0,0,0,0
12375,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,3,moderate,0,1,1,0,0,0,0,1,1
12376,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,2,15,1,0,strict,0,1,1,0,0,0,1,1,0
12377,Zuid,2,Apartment,Entire home/apt,2.0,1.0,1.0,150,2,20,1,11,strict,1,1,1,0,0,0,1,1,0
12378,Buitenveldert - Zuidas,4,Apartment,Entire home/apt,2.0,2.0,2.0,115,2,38,1,0,moderate,0,1,1,0,1,0,1,1,0
12379,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,0,0,moderate,1,1,1,0,0,0,0,0,0
12380,Oud-Oost,2,Apartment,Entire home/apt,2.0,1.0,1.0,140,1,0,0,11,strict,1,1,1,0,0,0,0,1,1
12381,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,45,0,88,strict,1,1,1,0,0,1,1,1,1
12383,Osdorp,4,Apartment,Entire home/apt,1.0,1.0,2.0,110,2,50,1,0,flexible,1,1,1,0,0,0,1,1,1
12384,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,1,0,0,0,flexible,1,1,1,0,0,0,0,1,0
12385,Oud-Noord,4,House,Entire home/apt,1.0,2.0,2.0,180,4,10,0,2,moderate,1,1,1,0,0,0,1,0,1
12386,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,69,1,25,0,334,strict,1,1,1,0,0,0,1,0,1
12387,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,115,2,0,0,83,moderate,1,1,1,0,1,0,1,1,1
12388,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,50,2,40,0,284,strict,1,1,1,0,0,0,1,0,0
12389,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,3.0,150,2,30,1,0,moderate,1,1,1,0,1,1,1,1,1
12390,Oud-Oost,2,Apartment,Entire home/apt,2.0,1.0,1.0,125,2,25,1,0,moderate,1,1,1,0,0,0,1,1,0
12391,Slotervaart,2,Apartment,Entire home/apt,2.0,1.0,1.0,100,1,0,1,0,moderate,0,1,1,0,0,0,0,1,1
12392,De Pijp - Rivierenbuurt,1,Bed and breakfast,Private room,2.0,1.0,1.0,60,1,0,0,87,strict,0,1,1,0,0,0,0,1,0
12393,Buitenveldert - Zuidas,2,Townhouse,Shared room,1.0,1.0,1.0,80,1,0,0,155,moderate,1,1,1,0,0,0,1,1,1
12394,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,2.0,1.0,1.0,103,2,25,1,0,strict,1,1,1,0,0,0,0,1,0
12395,Westerpark,2,Boat,Entire home/apt,1.0,0.0,1.0,120,1,0,1,127,strict,1,1,0,0,0,0,0,0,0
12397,Watergraafsmeer,4,Apartment,Entire home/apt,1.0,0.0,2.0,179,1,0,0,0,flexible,1,1,0,0,0,0,0,1,1
12398,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,strict,1,1,0,0,0,0,1,1,0
12399,Westerpark,2,Apartment,Entire home/apt,2.0,1.0,1.0,139,1,0,1,0,flexible,0,1,1,0,0,0,1,1,0
12402,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,1,0,strict,1,1,0,0,0,0,1,0,0
12403,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,100,2,35,1,3,moderate,1,1,1,0,0,0,1,1,1
12404,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,165,1,0,0,0,flexible,1,1,1,0,0,0,1,1,1
12405,Oud-Noord,2,Apartment,Private room,1.0,1.0,2.0,65,1,0,0,173,strict,1,0,0,0,0,0,0,0,0
12406,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,73,1,0,0,77,moderate,1,1,1,0,0,0,1,1,1
12407,Slotervaart,4,Apartment,Entire home/apt,2.0,3.0,3.0,155,1,0,1,0,moderate,1,1,0,0,1,1,0,1,1
12410,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12411,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12413,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,55,1,0,0,0,strict,0,1,0,0,0,0,0,0,0
12414,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,2.0,2.0,3.0,175,2,30,1,214,moderate,1,1,1,1,0,1,1,1,1
12416,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,71,1,10,0,0,moderate,1,1,1,0,0,0,0,1,1
12419,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,74,2,42,0,0,moderate,0,1,0,0,0,0,0,0,1
12420,Noord-Oost,5,Townhouse,Entire home/apt,1.0,3.0,4.0,117,1,0,0,37,moderate,0,1,1,0,0,1,1,1,1
12421,Centrum-West,2,Boat,Private room,1.0,1.0,2.0,50,1,30,1,2,flexible,0,1,0,0,0,0,0,0,0
12422,Zuid,2,Apartment,Private room,1.0,1.0,1.0,84,1,0,0,0,flexible,0,1,1,0,0,0,1,1,0
12423,Oud-Oost,2,Apartment,Entire home/apt,2.0,1.0,1.0,99,1,0,0,0,strict,1,1,1,0,0,0,1,1,1
12424,Centrum-Oost,3,Apartment,Entire home/apt,1.0,1.0,2.0,140,1,0,1,0,strict,0,1,1,0,0,0,0,1,1
12425,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,1,1,0,0,0,0,1,1,0
12426,Buitenveldert - Zuidas,1,Apartment,Private room,1.0,1.0,1.0,50,1,0,0,0,flexible,1,1,1,0,0,0,0,0,0
12427,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,60,1,0,0,0,moderate,1,1,0,0,0,0,1,0,0
12428,De Baarsjes - Oud-West,4,Townhouse,Entire home/apt,2.0,4.0,6.0,189,2,50,0,6,strict,1,1,1,1,1,1,1,1,1
12429,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,2.0,1.0,150,1,0,1,0,moderate,0,1,1,0,0,0,1,1,1
12430,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,1,0,moderate,0,1,1,0,0,0,0,1,0
12431,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,2,0,1,0,flexible,0,1,1,0,0,0,0,1,0
12432,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,0,strict,1,1,0,0,0,0,0,1,0
12433,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,42,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
12434,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,1,0,moderate,0,1,1,0,0,0,1,1,0
12435,De Baarsjes - Oud-West,2,Boat,Entire home/apt,1.0,1.0,1.0,139,1,0,1,72,moderate,1,1,0,0,0,0,0,1,0
12436,Bos en Lommer,4,Apartment,Entire home/apt,1.0,3.0,3.0,195,2,75,0,0,strict,1,1,0,0,0,0,1,1,1
12437,Centrum-West,4,Apartment,Entire home/apt,2.0,2.0,4.0,180,4,250,1,0,moderate,0,1,1,0,0,0,1,1,1
12438,Bos en Lommer,2,Bed and breakfast,Private room,1.0,1.0,1.0,89,1,0,1,205,moderate,1,1,0,0,0,1,1,1,1
12439,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,100,1,0,0,0,flexible,0,1,0,0,0,0,1,0,1
12441,Centrum-Oost,5,Apartment,Entire home/apt,1.0,2.0,2.0,199,4,20,1,11,strict,1,1,1,0,1,0,1,1,0
12443,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,195,2,15,1,0,moderate,1,1,1,0,0,0,1,1,1
12446,Centrum-West,4,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,49,strict,1,1,0,0,0,0,0,1,1
12448,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,1,0,0,0,flexible,0,1,0,0,0,0,1,1,0
12449,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,105,1,0,1,16,moderate,1,1,1,0,0,0,1,0,0
12451,Osdorp,3,Apartment,Private room,1.0,1.0,2.0,70,2,30,0,65,moderate,0,1,1,0,0,0,1,1,1
12454,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,1,1,1,0,0,0,0,1,0
12455,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,0,1,0,strict,1,1,1,0,0,0,1,0,0
12456,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,0,0,strict,0,1,0,0,0,0,0,1,1
12457,De Baarsjes - Oud-West,4,Townhouse,Private room,1.0,2.0,2.0,195,1,0,0,0,flexible,0,1,1,0,0,0,0,1,1
12458,Buitenveldert - Zuidas,4,Apartment,Entire home/apt,1.0,2.0,2.0,90,1,0,0,90,flexible,1,1,1,0,0,0,1,1,1
12460,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,80,1,30,1,0,moderate,0,1,1,0,0,0,1,0,0
12462,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,0,strict,0,1,0,0,0,0,0,1,1
12463,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,150,3,0,1,2,flexible,0,1,1,0,0,0,1,0,1
12464,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,160,1,30,1,0,moderate,1,1,1,0,0,0,1,1,0
12467,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,150,1,0,0,2,moderate,0,1,0,0,0,0,0,1,1
12468,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,140,2,30,1,0,moderate,1,1,1,0,0,0,1,0,1
12469,Zuid,2,Apartment,Entire home/apt,2.0,1.0,1.0,110,2,25,0,0,moderate,1,1,1,0,0,0,1,0,0
12470,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,0,1,1,0,0,0,0,1,1
12471,Bos en Lommer,2,Apartment,Private room,1.0,1.0,1.0,41,1,0,0,0,moderate,1,1,1,0,0,0,1,0,0
12472,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,170,2,30,1,0,moderate,1,1,1,0,0,0,1,1,1
12473,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,51,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
12474,Geuzenveld - Slotermeer,2,Apartment,Private room,1.0,1.0,1.0,50,1,25,0,0,moderate,1,1,0,0,0,0,1,1,1
12475,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,109,1,0,1,0,flexible,0,1,1,0,0,0,0,1,0
12476,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,109,1,0,0,0,strict,1,1,1,0,0,0,1,1,0
12478,Centrum-Oost,4,Apartment,Entire home/apt,2.0,3.0,4.0,99,2,19,0,5,strict,1,1,1,0,0,0,1,1,1
12479,Oud-Noord,4,House,Entire home/apt,2.0,3.0,2.0,120,2,25,1,0,strict,1,1,0,1,1,1,1,1,1
12480,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,0,strict,1,1,0,0,0,0,1,0,0
12481,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,39,1,10,0,0,flexible,1,1,0,0,0,0,0,0,0
12482,Oud-Oost,2,House,Entire home/apt,1.0,1.0,1.0,175,1,0,0,0,strict,1,1,1,0,0,0,1,1,1
12484,Gaasperdam - Driemond,4,Apartment,Entire home/apt,1.0,2.0,2.0,95,1,0,1,189,strict,1,1,1,0,0,1,1,1,1
12485,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,50,2,45,0,49,moderate,0,1,1,0,0,0,0,0,0
12486,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,2.0,1.0,85,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
12487,Watergraafsmeer,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,0,0,moderate,0,1,1,0,0,0,1,1,0
12489,Centrum-Oost,2,Townhouse,Private room,1.0,1.0,1.0,110,1,0,0,18,moderate,1,1,1,0,0,0,1,1,0
12490,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,143,1,0,0,26,flexible,0,1,1,0,0,0,1,1,0
12491,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,70,1,0,0,0,flexible,0,1,0,0,0,0,0,1,1
12492,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,138,1,0,0,13,strict,1,1,1,0,0,0,1,1,0
12493,Gaasperdam - Driemond,1,Other,Private room,1.0,1.0,1.0,60,1,20,0,315,flexible,1,1,1,0,0,0,0,0,1
12494,Bos en Lommer,2,Apartment,Entire home/apt,2.0,2.0,1.0,140,2,0,0,0,moderate,1,1,1,0,1,1,1,0,1
12495,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,1.0,3.0,3.0,150,1,0,1,0,moderate,1,1,1,0,0,1,1,1,1
12496,Centrum-West,2,Apartment,Entire home/apt,1.0,2.0,1.0,120,2,12,0,0,flexible,1,1,0,0,0,0,0,1,0
12497,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,109,1,0,1,19,strict,1,1,1,0,0,0,0,0,0
12498,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,1.0,2.0,130,2,30,1,0,moderate,0,1,1,0,0,0,1,1,1
12500,IJburg - Zeeburgereiland,4,Townhouse,Entire home/apt,2.0,3.0,3.0,175,1,0,1,0,strict,0,1,0,1,0,0,0,1,1
12501,De Pijp - Rivierenbuurt,2,Guest suite,Private room,1.0,1.0,1.0,56,1,0,0,11,flexible,1,1,0,0,0,0,1,1,0
12502,Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,140,2,15,1,0,strict,1,1,1,0,0,0,1,1,1
12504,Oostelijk Havengebied - Indische Buurt,3,Apartment,Entire home/apt,1.0,1.0,2.0,120,1,0,0,337,flexible,1,1,1,0,0,0,0,1,1
12505,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,4.0,160,1,0,0,8,flexible,1,1,1,0,1,0,1,1,1
12507,De Pijp - Rivierenbuurt,4,Apartment,Private room,1.0,0.0,4.0,180,2,25,1,81,moderate,1,1,1,0,0,0,1,1,1
