,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,guests_included,extra_people,security_deposit,availability_365,cancellation_policy,new_Hairdryer,new_Kitchen,new_Laptopfriendlyworkspace,new_Indoorfireplace,new_Hottub,new_baby_friendly,new_Iron,new_TV,new_family
18665,IJburg - Zeeburgereiland,2,Bed and breakfast,Private room,1.0,0.0,1.0,70,1,0,0,7,moderate,0,0,1,0,0,0,0,0,0
18666,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,27,strict,1,1,0,0,0,0,1,1,0
18668,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,90,1,0,1,10,strict,1,1,1,0,0,0,1,1,0
18669,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,89,1,0,0,107,flexible,0,0,0,0,0,0,0,1,0
18670,IJburg - Zeeburgereiland,2,Apartment,Entire home/apt,1.0,1.0,2.0,170,2,30,1,48,flexible,1,1,1,0,0,0,1,1,0
18671,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,175,3,25,1,130,moderate,1,1,1,0,0,0,1,1,0
18672,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,5,moderate,1,1,1,0,0,0,1,1,0
18673,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,50,1,0,0,64,flexible,0,1,0,0,0,0,0,1,0
18674,Centrum-Oost,2,Houseboat,Private room,1.0,1.0,1.0,130,1,0,0,0,moderate,1,0,1,0,0,0,1,0,0
18676,Gaasperdam - Driemond,4,Other,Entire home/apt,1.0,1.0,2.0,115,2,25,0,0,strict,1,1,0,0,0,1,0,1,1
18678,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,15,1,34,strict,1,1,1,0,0,1,1,1,1
18684,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,96,strict,1,1,1,0,0,0,1,1,0
18685,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,73,strict,1,1,0,0,0,0,1,1,0
18686,Buitenveldert - Zuidas,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,5,strict,1,1,0,0,0,0,1,1,0
18687,Oud-Noord,4,Boat,Entire home/apt,1.0,3.0,4.0,100,1,40,0,85,strict,1,1,0,0,0,0,0,1,0
18688,Centrum-Oost,3,Apartment,Private room,1.0,1.0,2.0,90,1,20,0,10,flexible,1,1,1,0,0,0,0,0,0
18690,Bos en Lommer,3,Apartment,Entire home/apt,1.0,0.0,1.0,120,2,35,0,12,moderate,1,1,1,0,0,0,1,0,0
18691,Osdorp,2,House,Entire home/apt,1.0,1.0,2.0,89,1,0,0,5,flexible,1,1,0,0,0,0,0,1,0
18692,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,2.0,2.0,199,1,0,0,7,strict,1,1,1,0,0,0,1,1,0
18693,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,95,2,25,0,6,flexible,1,1,1,0,0,0,1,1,0
18694,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,119,2,35,1,11,strict,1,1,1,0,0,0,1,1,0
18695,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,0,1,0,0,0,0,1,1,1
18696,Slotervaart,3,Apartment,Entire home/apt,1.0,2.0,1.0,80,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
18698,Westerpark,4,Apartment,Entire home/apt,1.0,1.0,2.0,150,2,49,1,12,strict,1,1,1,0,0,0,1,1,1
18699,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,1.0,150,1,0,1,7,moderate,1,1,0,0,0,1,1,1,1
18701,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,150,3,40,0,0,strict,1,1,0,0,0,0,1,1,0
18702,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,0.0,1.0,70,1,20,0,11,flexible,1,0,0,0,0,0,1,0,0
18703,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,0,12,flexible,1,1,1,0,0,0,0,1,1
18704,Westerpark,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,1,0,1,8,moderate,1,1,1,0,0,0,1,1,0
18705,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,3.0,175,2,10,1,32,moderate,0,1,1,0,0,0,0,1,0
18707,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,80,1,0,0,78,flexible,0,1,1,0,0,0,0,1,0
18713,Noord-West,2,Townhouse,Entire home/apt,2.0,1.0,1.0,90,1,0,0,0,moderate,0,1,1,0,0,0,1,1,0
18715,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,109,1,0,1,16,strict,1,1,0,1,0,0,1,1,0
18717,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,2.0,2.0,140,1,0,1,17,flexible,1,1,0,0,0,0,1,0,0
18718,Centrum-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,145,1,40,0,260,moderate,1,1,1,0,0,0,0,1,0
18719,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,90,1,0,1,69,moderate,1,1,1,0,0,0,1,1,0
18720,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,149,1,0,0,160,flexible,0,1,0,0,1,0,0,0,0
18723,Oud-Noord,4,Apartment,Entire home/apt,1.0,2.0,2.0,125,2,10,1,59,flexible,1,1,1,0,0,0,1,0,1
18724,Oostelijk Havengebied - Indische Buurt,4,House,Entire home/apt,4.0,2.0,2.0,90,2,10,0,0,strict,1,1,1,0,1,1,0,1,1
18725,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,2.0,2.0,2.0,130,2,25,1,0,strict,1,1,1,0,0,0,1,0,0
18726,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,1,1,moderate,0,1,1,0,0,0,0,0,0
18727,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,149,1,0,0,58,strict,0,1,0,0,0,0,0,0,0
18730,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,110,1,0,1,296,flexible,1,1,1,0,0,0,1,1,0
18731,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,3.0,3.0,150,2,40,1,8,flexible,1,1,1,0,0,0,1,1,0
18733,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,65,1,0,0,9,moderate,1,1,1,0,0,0,1,1,0
18735,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,150,2,10,1,53,strict,1,0,0,0,0,0,0,1,0
18737,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,150,2,10,1,53,strict,1,1,1,0,0,0,1,1,0
18738,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,128,1,0,0,1,strict,1,1,1,0,0,0,1,0,0
18741,IJburg - Zeeburgereiland,4,House,Entire home/apt,2.0,2.0,2.0,135,1,10,1,31,strict,1,1,1,0,1,1,1,1,1
18743,IJburg - Zeeburgereiland,2,Other,Entire home/apt,1.0,1.0,1.0,180,2,0,1,320,strict,1,1,1,0,0,0,0,0,0
18747,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,120,2,0,1,71,moderate,1,1,0,0,0,0,1,0,0
18748,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,0,12,flexible,1,1,1,0,0,0,1,1,0
18749,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,60,1,0,1,0,moderate,1,1,0,0,0,0,1,0,0
18750,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,0,1,105,moderate,1,1,0,0,0,0,0,1,1
18751,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,45,1,0,0,33,moderate,0,0,0,0,0,0,0,0,0
18752,Oostelijk Havengebied - Indische Buurt,1,Apartment,Private room,1.0,1.0,1.0,50,1,0,0,41,flexible,0,1,0,0,0,0,1,1,0
18753,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,0,9,moderate,0,1,1,0,0,0,1,1,0
18757,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,0,0,flexible,0,1,0,0,0,0,1,1,0
18759,Zuid,4,Apartment,Entire home/apt,1.0,2.0,2.0,110,1,0,0,5,flexible,1,1,1,0,0,0,1,1,0
18760,De Aker - Nieuw Sloten,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,36,flexible,1,1,1,0,0,0,1,1,0
18762,Oud-Oost,2,Apartment,Private room,2.0,1.0,1.0,90,1,0,0,83,flexible,1,1,0,0,0,0,1,0,0
18763,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,3.0,89,3,10,1,7,moderate,0,1,1,0,0,0,0,1,0
18764,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,0,9,strict,1,1,1,0,0,0,1,1,0
18766,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,flexible,1,1,1,0,0,0,1,1,0
18767,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,147,1,0,0,16,moderate,0,1,0,0,0,0,0,1,0
18768,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,1,0,strict,0,1,0,0,0,0,1,0,0
18770,Westerpark,1,Apartment,Private room,1.0,1.0,1.0,65,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
18771,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,128,1,0,0,16,strict,1,1,1,0,0,0,1,1,0
18772,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,18,moderate,1,1,1,0,0,0,1,1,0
18773,Oostelijk Havengebied - Indische Buurt,5,Houseboat,Entire home/apt,1.0,4.0,5.0,195,1,0,0,0,flexible,0,1,1,0,0,1,1,1,1
18774,Centrum-West,2,Apartment,Private room,2.0,1.0,1.0,110,1,0,1,170,strict,1,1,1,0,0,0,1,0,0
18775,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,5,moderate,1,1,0,0,0,0,1,1,0
18776,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,130,1,0,0,72,strict,1,1,1,0,0,0,0,0,0
18777,Centrum-Oost,2,Apartment,Private room,1.0,1.0,2.0,65,1,0,0,17,moderate,0,1,0,0,0,0,0,0,0
18778,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,95,1,0,0,8,strict,1,1,1,0,0,0,1,1,0
18779,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,1,3,moderate,1,1,1,0,1,0,1,1,0
18783,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,110,2,50,1,73,moderate,1,1,0,0,0,0,1,0,0
18784,De Pijp - Rivierenbuurt,2,Apartment,Shared room,1.0,1.0,1.0,100,1,0,0,19,flexible,1,1,1,0,0,0,1,1,1
18785,Geuzenveld - Slotermeer,2,Apartment,Private room,1.0,1.0,1.0,50,1,0,0,40,moderate,0,1,0,0,0,0,1,1,0
18786,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,145,1,25,1,9,strict,0,1,1,0,0,0,1,0,0
18787,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,0,1,0,0,0,0,1,1,0
18788,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,1,0,0,363,strict,1,1,1,0,0,0,1,1,1
18789,Noord-West,3,House,Entire home/apt,2.0,3.0,3.0,74,1,0,0,92,strict,1,1,0,0,0,0,1,1,0
18791,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,2.0,1.0,1.0,125,1,50,1,301,flexible,1,1,1,0,0,0,1,1,0
18792,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,155,1,0,1,142,strict,0,1,0,0,0,0,0,1,0
18793,Gaasperdam - Driemond,2,Apartment,Private room,1.0,1.0,1.0,69,1,0,0,43,moderate,1,0,0,0,0,0,1,0,0
18794,Geuzenveld - Slotermeer,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,0,40,moderate,0,1,0,0,0,0,1,1,0
18795,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,85,1,0,0,35,moderate,0,0,0,0,0,0,0,0,0
18797,Westerpark,3,Apartment,Entire home/apt,1.0,2.0,2.0,79,1,0,1,0,moderate,0,1,1,0,0,0,0,1,0
18798,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,105,1,0,1,278,flexible,1,0,0,0,0,0,1,1,0
18800,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,105,1,0,1,292,flexible,1,0,0,0,0,0,1,1,0
18801,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,79,1,0,1,0,strict,1,1,1,0,0,0,0,0,0
18803,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,110,1,0,0,7,moderate,0,1,1,0,0,0,1,1,0
18807,Bijlmer-Centrum,2,Apartment,Private room,1.0,1.0,1.0,47,1,21,0,23,strict,0,1,0,0,0,0,1,0,0
18808,Slotervaart,2,Apartment,Entire home/apt,1.0,0.0,1.0,80,1,10,0,11,strict,1,1,0,0,0,0,1,1,0
18809,Bijlmer-Centrum,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,2,15,0,257,moderate,1,1,1,0,0,1,1,1,1
18811,Bos en Lommer,4,Condominium,Entire home/apt,1.0,1.0,2.0,120,1,0,0,39,flexible,0,1,1,0,0,0,1,0,0
18812,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,0,strict,0,1,1,0,0,0,1,1,0
18813,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,55,1,30,0,4,flexible,0,1,1,0,0,0,1,1,0
18814,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,94,1,20,1,10,flexible,1,1,1,0,0,0,1,1,0
18815,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,194,1,0,0,8,flexible,1,1,0,0,0,0,0,1,0
18816,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,65,1,0,0,20,flexible,0,1,0,0,0,0,1,1,0
18817,Watergraafsmeer,2,Condominium,Entire home/apt,1.0,0.0,1.0,89,2,0,0,0,moderate,1,1,1,1,0,0,1,1,1
18818,De Pijp - Rivierenbuurt,4,Apartment,Private room,1.0,2.0,2.0,120,2,35,1,4,flexible,1,1,1,0,0,0,1,1,0
18819,Westerpark,2,Other,Entire home/apt,2.0,1.0,1.0,140,1,0,0,259,moderate,1,1,0,0,0,0,1,1,0
18820,Westerpark,2,Other,Entire home/apt,2.0,1.0,1.0,136,1,0,0,238,moderate,1,1,0,0,0,0,1,1,0
18821,Westerpark,2,Other,Entire home/apt,2.0,1.0,1.0,153,1,0,0,228,moderate,1,1,0,0,0,0,1,1,0
18822,Centrum-West,4,Apartment,Entire home/apt,1.0,1.0,4.0,150,2,50,0,134,flexible,1,0,1,0,0,0,0,1,0
18824,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,2.0,100,1,0,1,130,strict,0,1,0,0,0,1,0,0,0
18825,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,1.0,2.0,112,1,10,1,0,strict,1,1,1,0,1,0,1,1,0
18826,Oud-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,150,2,25,1,3,strict,0,1,0,0,0,0,0,1,0
18827,Osdorp,4,Apartment,Entire home/apt,1.0,1.0,2.0,150,4,0,1,78,strict,1,1,0,0,0,0,1,1,0
18828,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,195,1,0,0,110,moderate,1,1,1,0,0,0,1,1,0
18830,De Pijp - Rivierenbuurt,2,Apartment,Private room,2.0,1.0,1.0,100,1,0,0,43,moderate,1,1,1,1,0,0,1,1,0
18833,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,25,1,1,strict,1,1,1,0,1,0,1,1,0
18834,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,65,1,35,0,31,strict,1,1,1,0,0,0,1,1,0
18837,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,11,moderate,1,1,1,0,0,0,1,1,0
18838,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,150,2,50,1,0,moderate,0,1,1,0,0,0,1,0,0
18839,Osdorp,2,Apartment,Private room,2.0,1.0,1.0,49,1,0,0,303,strict,0,1,1,0,0,0,0,0,0
18840,Oostelijk Havengebied - Indische Buurt,1,Apartment,Private room,1.0,1.0,1.0,60,1,0,0,34,flexible,0,1,0,0,0,0,1,1,0
18841,Slotervaart,4,Bed and breakfast,Private room,1.0,0.0,4.0,150,2,20,1,263,flexible,1,0,1,0,0,0,1,1,0
18842,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,95,1,0,0,22,flexible,0,1,1,0,0,0,1,0,0
18843,Centrum-West,3,Boat,Private room,1.0,2.0,3.0,145,2,24,1,48,moderate,1,1,1,0,0,0,0,1,0
18844,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,1,0,moderate,1,1,0,0,1,0,1,1,0
18845,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,5,flexible,1,1,0,0,0,0,1,1,0
18846,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,140,1,0,0,47,flexible,1,1,1,0,0,0,1,0,0
18848,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,10,1,0,strict,1,1,1,0,0,0,1,1,0
18849,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,2.0,1.0,1.0,149,2,49,0,11,flexible,1,1,1,0,1,0,1,1,0
18850,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,10,0,0,moderate,1,1,0,0,0,0,1,0,0
18852,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,20,0,82,flexible,1,1,0,0,0,0,0,1,0
18853,Centrum-West,2,Loft,Private room,1.0,1.0,1.0,90,1,0,1,4,flexible,1,1,1,0,0,0,1,1,0
18854,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,2,20,1,103,strict,1,1,1,0,0,0,1,1,0
18855,Westerpark,4,Apartment,Entire home/apt,1.0,1.0,1.0,95,2,30,0,77,strict,1,1,1,0,0,0,1,1,0
18856,Bos en Lommer,2,Apartment,Private room,1.0,1.0,1.0,60,1,0,1,14,flexible,1,1,0,0,0,0,1,1,0
18857,Oostelijk Havengebied - Indische Buurt,1,Apartment,Entire home/apt,1.0,0.0,1.0,59,1,0,0,250,flexible,1,1,0,0,0,0,0,0,0
18858,Centrum-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,160,1,0,0,23,strict,0,1,0,0,0,0,1,1,0
18859,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,105,1,0,0,12,flexible,1,1,1,0,0,0,1,1,0
18860,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,1,0,0,9,flexible,0,1,0,0,0,0,0,0,0
18861,Watergraafsmeer,4,Townhouse,Entire home/apt,2.0,2.0,2.0,100,1,0,0,0,flexible,1,1,0,0,0,0,1,1,0
18862,Gaasperdam - Driemond,3,Apartment,Entire home/apt,1.0,1.0,2.0,150,1,0,0,179,flexible,1,1,1,0,0,0,1,1,0
18863,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,90,1,40,1,362,flexible,0,1,1,0,0,0,1,0,0
18864,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,3.0,185,2,20,1,59,strict,0,1,1,0,0,0,1,1,0
18865,Watergraafsmeer,3,Houseboat,Entire home/apt,1.0,0.0,2.0,95,2,15,0,48,flexible,1,1,1,0,0,0,1,0,0
18866,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,195,1,40,1,110,flexible,0,1,1,0,0,0,0,0,0
18869,Westerpark,2,Boat,Entire home/apt,1.0,1.0,1.0,76,1,0,0,3,strict,0,0,0,0,0,0,0,0,0
18870,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,180,1,0,1,0,moderate,1,1,1,1,0,0,1,1,0
18872,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,1,0,1,5,strict,0,1,1,0,0,0,1,0,0
18873,Geuzenveld - Slotermeer,2,Guest suite,Entire home/apt,1.0,1.0,1.0,120,1,0,0,42,strict,1,1,1,0,0,0,1,1,0
18874,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,190,1,0,1,8,moderate,1,1,1,0,0,0,0,1,0
18875,Centrum-West,2,Apartment,Private room,2.0,1.0,1.0,120,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
18876,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,0,12,flexible,0,1,0,0,0,0,0,1,0
18878,Zuid,2,Apartment,Entire home/apt,2.0,1.0,1.0,175,1,0,0,3,strict,1,1,1,0,0,0,1,1,0
18879,Oud-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,93,2,25,0,17,flexible,1,1,1,0,0,0,0,1,0
18880,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,70,1,20,0,98,flexible,1,1,0,0,0,0,0,0,0
18881,Noord-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,0,4,flexible,0,1,1,0,0,0,1,1,0
18882,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,3.0,195,1,0,0,9,strict,1,1,0,0,0,0,1,1,0
18883,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,130,1,20,0,83,flexible,1,0,0,0,0,0,0,0,0
18884,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,3.0,4.0,150,1,0,0,9,flexible,1,1,1,0,0,0,1,1,0
18885,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,2.0,75,1,0,0,21,moderate,0,1,1,0,0,0,0,0,1
18887,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,189,1,0,0,41,strict,0,1,0,0,0,0,0,1,0
18888,Oostelijk Havengebied - Indische Buurt,3,Bed and breakfast,Private room,1.0,1.0,3.0,120,2,50,0,324,flexible,1,1,1,0,0,0,1,0,1
18889,Centrum-West,4,Apartment,Entire home/apt,1.0,0.0,2.0,120,2,25,0,44,strict,1,1,1,0,0,0,1,0,0
18890,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,65,1,35,0,78,strict,1,1,1,0,0,0,1,1,0
18891,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,90,1,0,0,151,flexible,1,1,1,0,0,0,1,0,0
18892,Noord-West,2,Apartment,Entire home/apt,1.0,2.0,1.0,79,1,0,1,24,moderate,0,1,1,0,0,1,0,1,1
18893,Bos en Lommer,2,Apartment,Private room,1.0,1.0,2.0,46,1,0,0,3,moderate,1,1,0,0,0,0,1,0,0
18894,Centrum-Oost,2,Other,Private room,1.0,1.0,1.0,140,1,0,0,26,flexible,1,1,1,0,0,1,1,1,1
18895,Westerpark,4,Apartment,Entire home/apt,1.0,2.0,3.0,120,2,10,1,50,strict,1,1,1,0,0,0,1,1,0
18896,Bos en Lommer,2,Apartment,Entire home/apt,2.0,1.0,1.0,90,1,0,1,0,strict,1,1,0,0,0,0,0,1,0
18897,Buitenveldert - Zuidas,1,Apartment,Entire home/apt,1.0,1.0,2.0,80,1,35,1,65,strict,0,1,0,0,0,0,0,0,0
18899,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,50,2,250,1,21,strict,1,1,0,0,0,0,1,1,0
18900,De Pijp - Rivierenbuurt,2,Townhouse,Private room,1.0,1.0,1.0,70,1,0,0,58,flexible,1,1,1,0,0,0,1,0,0
18901,Bijlmer-Oost,3,Apartment,Private room,1.0,1.0,3.0,50,1,30,0,34,flexible,1,1,1,0,0,0,0,1,0
18905,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,2.0,1.0,150,1,0,0,26,flexible,0,1,1,0,0,0,0,1,0
18906,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,100,1,0,0,63,flexible,1,1,0,0,0,0,0,1,0
18907,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,2.0,2.0,185,1,0,1,113,moderate,1,1,1,0,1,1,1,1,1
18909,Zuid,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,0,29,moderate,0,1,0,0,0,0,1,1,0
18911,Oud-Oost,4,House,Entire home/apt,1.0,3.0,3.0,79,1,0,1,0,moderate,1,1,1,0,0,0,0,1,0
18912,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,0,19,flexible,1,1,0,0,0,0,0,1,0
18914,Zuid,1,Townhouse,Private room,1.0,1.0,1.0,40,1,0,0,32,flexible,0,1,0,0,0,0,0,1,0
18917,Zuid,3,Guest suite,Private room,1.0,2.0,2.0,149,1,0,0,22,strict,1,0,0,0,0,0,1,1,1
18918,Osdorp,4,Apartment,Private room,1.0,2.0,2.0,92,2,49,0,260,flexible,1,1,1,0,0,0,1,0,0
18920,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,60,1,20,0,40,flexible,1,1,1,0,0,0,1,0,0
18921,Centrum-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,138,2,50,0,328,moderate,1,1,0,0,0,0,0,1,1
18922,Slotervaart,4,Apartment,Entire home/apt,1.0,2.0,2.0,115,2,0,0,8,flexible,0,1,0,0,0,0,0,1,0
18923,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,1.0,2.0,180,1,0,0,108,moderate,1,1,1,0,0,0,0,1,0
18924,Gaasperdam - Driemond,2,Apartment,Entire home/apt,2.0,1.0,1.0,92,1,0,1,3,flexible,1,1,1,0,0,0,1,1,0
18925,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,0,0,80,flexible,0,1,0,0,0,0,1,1,0
18926,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,3.0,195,1,0,1,3,moderate,1,1,0,0,0,0,1,0,0
18929,Oud-Noord,4,Apartment,Entire home/apt,2.0,2.0,2.0,150,2,45,0,103,moderate,1,1,1,0,0,0,1,1,0
18931,Centrum-West,2,Apartment,Private room,1.0,0.0,1.0,75,1,20,0,22,flexible,1,0,0,0,0,0,0,1,0
18932,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,170,2,15,1,21,strict,1,1,1,0,1,0,1,1,0
18933,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,180,1,0,0,16,moderate,1,1,1,0,0,0,1,1,0
18934,Centrum-West,4,Houseboat,Entire home/apt,1.0,1.0,2.0,199,2,0,0,47,flexible,1,1,0,0,0,0,0,0,1
18935,Oud-Oost,4,Other,Entire home/apt,2.0,2.0,3.0,195,1,0,0,287,moderate,1,1,1,0,0,0,1,1,0
